mfe_0,mfe_1,mfe_2,mfe_3,mfe_4,mfe_5,mfe_6,mfe_7,mfe_8,mfe_9,mfe_10,mfe_11,mfe_12,rms_x,var_x,rms_y,var_y,rms_z,var_z
-3.1809592,-12.178866,-16.093021,-20.71742,-21.189314,-26.110405,-26.102436,-26.392756,-26.713816,-26.79681,-29.381922,-29.047213,-30.814026,1.0328231,3.817133e-05,0.0058267317,3.382445e-05,0.22169584,0.00016290894
-3.2750537,-11.6563635,-14.361792,-19.435747,-20.238874,-24.912004,-26.049582,-25.019707,-26.000793,-26.087881,-28.185938,-28.631317,-30.190874,1.0326207,3.9402523e-05,0.006885424,4.6962872e-05,0.22338344,8.227049e-05
-3.0757868,-12.137786,-15.334296,-19.157719,-19.600332,-25.583712,-25.854755,-25.24403,-25.8114,-26.681128,-28.533525,-28.082232,-29.62987,1.0305393,4.071092e-05,0.0075492766,5.2975938e-05,0.22369386,0.00013905951
-3.3121958,-13.01059,-15.879233,-20.021297,-19.790148,-23.586723,-25.375399,-25.466879,-26.51693,-26.502497,-27.543053,-27.812002,-29.176777,1.0339984,2.9022214e-05,0.0067793415,4.4416443e-05,0.22098547,0.00010919066
-2.5418465,-12.111978,-15.040456,-19.989529,-20.706837,-24.183697,-25.157185,-25.150066,-25.8784,-25.997244,-27.783241,-27.629303,-29.345488,1.0322338,3.9123395e-05,0.0073692626,5.1392075e-05,0.22144203,0.000110937115
-2.6913443,-10.676204,-14.416937,-18.898264,-19.994795,-22.877876,-23.707602,-24.03027,-24.887909,-24.859293,-26.36325,-26.41604,-28.134012,1.0346184,4.294664e-05,0.0069163796,4.746971e-05,0.22138605,0.000112059024
-3.1757383,-11.362009,-15.967519,-20.10604,-20.176395,-23.338856,-24.127966,-24.381384,-25.463972,-25.814857,-27.204618,-27.51605,-28.790436,1.0336599,4.0061277e-05,0.0062925797,3.959642e-05,0.2221629,0.00013130486
-3.1051636,-11.782881,-15.725638,-19.683306,-19.59598,-23.957722,-24.841574,-25.168058,-26.075853,-26.113867,-27.576927,-28.203539,-29.383736,1.0337421,3.9982777e-05,0.00586328,3.396263e-05,0.21895923,0.00012917352
-3.3095014,-11.519179,-14.747562,-19.331083,-20.709753,-24.574465,-25.704384,-25.647444,-25.903534,-25.94739,-27.660982,-28.128984,-30.064217,1.03296,5.47064e-05,0.0061017578,3.6878908e-05,0.22193108,0.00010978698
-2.278617,-10.484929,-15.082518,-19.57202,-20.46073,-24.082043,-24.35325,-24.637722,-25.684591,-25.50582,-26.840696,-26.957317,-28.827929,1.0341004,3.8076407e-05,0.006943902,4.7967776e-05,0.22080767,0.00014783508
-20.821465,-27.24454,-29.831213,-34.822994,-36.246098,-40.065495,-39.72741,-38.27854,-39.95364,-40.968304,-42.38555,-43.362373,-44.99788,1.0337272,4.155516e-05,0.004985636,2.473021e-05,0.2205684,0.00015756415
-1.4109521,-15.618911,-19.479193,-25.26758,-25.745104,-26.313568,-29.46808,-28.90991,-28.660404,-29.471151,-31.461054,-31.587263,-33.270615,1.0332924,3.917963e-05,0.00603386,3.572168e-05,0.22158752,0.00017193407
-1.6895524,-13.525819,-18.535864,-24.131237,-24.860987,-25.638247,-27.742954,-26.993872,-26.941957,-27.867683,-30.717245,-30.94298,-32.221817,1.0332984,5.144769e-05,0.0053073275,2.7940616e-05,0.22039016,0.00013572264
-5.3642554,-12.600371,-17.867584,-24.231985,-25.59331,-26.387081,-28.913994,-28.075752,-28.868067,-30.291056,-33.21848,-32.915073,-34.331345,1.0339404,3.8484857e-05,0.0063876444,4.068915e-05,0.22206326,0.00019271593
-6.2806773,-8.084455,-13.785304,-19.944517,-21.219091,-26.867731,-26.452782,-25.75304,-28.919077,-31.525429,-32.52475,-32.924534,-34.27458,1.0325412,3.6494814e-05,0.0069009187,4.6276717e-05,0.21997193,0.00010273729
-5.4165096,-6.9862475,-12.718238,-18.92705,-20.316526,-25.853252,-25.196066,-24.242075,-26.310125,-29.678974,-30.875994,-31.451689,-32.774776,1.0345129,3.4979847e-05,0.007049672,4.959776e-05,0.22046714,0.000100858146
-4.4347706,-6.481186,-11.516522,-18.533892,-19.174747,-24.450468,-24.258402,-24.502806,-26.620203,-28.662539,-30.067436,-30.4592,-31.744211,1.0333672,3.2204527e-05,0.0058970144,3.360399e-05,0.22089832,0.00010171385
-7.982727,-9.761544,-14.677084,-20.935343,-23.036213,-27.8522,-27.262983,-26.19862,-29.40271,-32.159546,-33.79351,-34.722424,-35.82921,1.0328312,3.052061e-05,0.0054979688,2.8127428e-05,0.22171226,0.00012348985
-9.741643,-11.366556,-16.41888,-23.380232,-24.62317,-29.802458,-28.34341,-28.266905,-30.483303,-33.19041,-34.796158,-35.8094,-37.395317,1.0341704,4.5401557e-05,0.0062157265,3.8617614e-05,0.2198301,8.1551494e-05
-7.6093116,-9.767289,-14.781013,-21.096384,-22.503435,-27.566578,-25.973951,-25.573057,-27.929182,-29.759417,-30.785757,-31.221367,-32.961586,1.0330368,4.3757565e-05,0.005953668,3.5346053e-05,0.22046745,8.550873e-05
-10.41941,-11.658195,-18.738607,-25.574394,-27.158894,-31.004055,-30.702812,-30.601282,-32.483395,-34.813805,-35.93151,-37.052868,-38.379143,1.0339476,4.516259e-05,0.0055586915,3.062096e-05,0.22039397,0.00016490747
-4.4035106,-7.761389,-12.4001,-16.265808,-17.124165,-18.784304,-18.463982,-17.778063,-19.294464,-21.227886,-21.897484,-22.428223,-23.935905,1.0336007,3.858324e-05,0.005375886,2.8715514e-05,0.22208335,8.209784e-05
-6.3646317,-11.869279,-6.923136,-15.633672,-17.109447,-20.260382,-19.018364,-19.904085,-21.291687,-22.178003,-23.25131,-23.999987,-25.191643,1.0337946,4.401679e-05,0.0060980055,3.6890862e-05,0.21994068,0.000111303714
-7.6261954,-21.306002,-24.885242,-31.056858,-31.908344,-33.18874,-33.87654,-33.340805,-34.258125,-35.015087,-36.843845,-36.928185,-38.83091,1.0334285,3.8012557e-05,0.0064221886,4.119835e-05,0.2207377,8.075801e-05
-1.2848098,-14.752901,-18.75746,-23.869059,-24.889488,-26.363125,-28.442158,-27.863417,-27.325338,-28.531237,-31.118067,-31.170336,-32.85345,1.0337138,3.8240414e-05,0.005865882,3.4374858e-05,0.22067167,0.000117068856
-1.2087818,-14.093811,-16.954933,-22.922594,-23.600323,-25.14958,-27.646238,-27.092316,-27.048393,-28.36305,-31.162794,-30.99161,-32.363663,1.0340787,4.965936e-05,0.006287728,3.9458602e-05,0.22056557,0.00013910742
-12.365672,-17.216494,-22.550547,-27.12098,-28.181986,-30.290897,-29.065111,-27.61846,-28.77737,-31.119434,-33.042854,-33.83919,-35.344803,1.0339975,4.3255553e-05,0.0064399834,4.1428895e-05,0.2214348,9.045066e-05
-3.620056,-7.608276,-13.351511,-17.561075,-17.42684,-18.617655,-17.03667,-16.69296,-18.156868,-19.723236,-18.777323,-21.523409,-23.025082,1.0335661,3.9981933e-05,0.0058671823,3.3530214e-05,0.22033432,5.4353706e-05
-4.5775733,-9.7673,-14.500018,-18.64584,-19.619787,-19.86981,-18.929873,-18.926937,-19.966833,-20.996452,-21.880352,-22.759085,-23.800737,1.0338885,5.202391e-05,0.0052886065,2.7938462e-05,0.22200124,8.0294856e-05
-19.147327,-23.102444,-26.620686,-31.558899,-33.029675,-34.0386,-34.50807,-34.334347,-36.12941,-36.148952,-35.60997,-37.496506,-39.12197,1.0331479,4.744873e-05,0.0062157265,3.789673e-05,0.22114871,9.164854e-05
-5.8035207,-6.842446,-11.938808,-19.977922,-21.284523,-25.479681,-24.113409,-23.716503,-25.235516,-27.00857,-28.670937,-29.987337,-31.723446,1.0339003,6.031431e-05,0.0067534084,4.5222765e-05,0.21867727,0.00012357665
-12.419213,-14.311561,-20.847658,-28.380274,-29.836252,-34.408398,-32.874252,-32.48491,-35.024715,-37.63237,-40.153183,-41.343914,-42.32089,1.0331137,4.9334085e-05,0.0071879243,5.153711e-05,0.21919604,0.0001508991
-5.325515,-7.6406755,-12.49942,-19.5874,-20.431997,-26.698856,-25.109314,-24.715227,-27.395313,-29.0404,-30.72651,-30.089926,-32.35491,1.0329291,4.712256e-05,0.0056902682,3.1250245e-05,0.2202198,0.00011051416
-7.098661,-7.3794475,-14.562189,-20.403316,-22.577156,-27.202593,-26.490887,-25.918062,-27.034151,-29.030565,-31.30661,-31.57932,-32.704357,1.0319997,3.156518e-05,0.006018668,3.4851073e-05,0.22282603,0.00012259326
-7.9669504,-9.31433,-15.17339,-22.393835,-23.222862,-27.37664,-25.51485,-25.238018,-27.766964,-29.976665,-31.739038,-32.718193,-33.816597,1.0324478,4.5599354e-05,0.005939556,3.4047604e-05,0.22068377,0.0001809372
-13.244129,-16.15751,-22.210022,-28.784918,-30.230364,-34.126064,-32.532284,-33.058537,-34.500053,-35.797012,-37.392826,-38.041355,-40.029663,1.0346265,3.543701e-05,0.005985619,3.582464e-05,0.22037908,9.64459e-05
-3.0318754,-12.861399,-18.082037,-23.79499,-24.7517,-27.208254,-28.477814,-28.86643,-29.281116,-30.660883,-32.75451,-32.783676,-34.667526,1.0336672,3.898627e-05,0.005859375,3.4331722e-05,0.21903445,0.0001023076
-4.2301564,-13.857514,-19.003757,-23.842455,-24.64077,-28.428068,-28.94224,-28.342487,-28.126934,-30.144075,-32.98874,-32.913074,-34.124817,1.0333518,4.893457e-05,0.0068976013,4.589502e-05,0.22146647,0.00016840204
-3.7778516,-13.123489,-18.598911,-24.958096,-25.935116,-26.755695,-29.232983,-28.784157,-29.304869,-30.687168,-33.352184,-33.101273,-35.090115,1.033903,4.98668e-05,0.0063924203,4.0854244e-05,0.22029737,0.00021511168
-11.266324,-14.359155,-19.974775,-24.88847,-24.936937,-26.858057,-25.381672,-24.658014,-25.76781,-27.840649,-29.062073,-30.010061,-31.81778,1.0336027,4.276415e-05,0.0056916084,3.2351545e-05,0.22043419,8.977293e-05
-3.8225212,-8.271279,-12.97391,-16.014647,-18.054913,-18.744896,-16.342981,-15.224283,-18.212793,-21.075779,-21.079323,-22.351116,-23.58559,1.0316391,4.515326e-05,0.005652602,3.1661315e-05,0.2221664,7.391016e-05
-6.1327944,-11.942563,-6.7718487,-15.302243,-18.369663,-18.884016,-18.296902,-18.472569,-21.114416,-20.673,-22.537508,-22.821022,-24.057127,1.0350564,2.7681868e-05,0.006247558,3.8866943e-05,0.21942095,0.000107530504
-4.3800244,-12.261945,-11.990424,-12.890985,-15.983282,-16.99866,-17.260885,-17.72741,-18.956343,-18.958883,-20.513836,-21.065914,-22.284729,1.0327661,3.3241944e-05,0.0046972553,2.12287e-05,0.22134124,8.876732e-05
-9.422703,-15.737451,-12.914219,-19.578188,-20.23408,-20.415663,-21.289001,-21.90207,-23.548216,-24.129507,-25.476759,-26.109386,-27.477924,1.0330372,2.8318544e-05,0.00533743,2.848802e-05,0.22199532,9.1533155e-05
-3.5679853,-8.469976,-7.7146807,-12.376751,-14.500499,-16.217516,-16.093039,-16.777887,-18.316881,-19.027777,-18.937492,-19.505405,-21.094353,1.0332392,3.4545516e-05,0.0055531985,3.020921e-05,0.22186461,6.123895e-05
-19.14995,-30.66092,-35.745056,-37.78387,-39.35389,-40.08146,-40.699932,-40.34527,-41.141697,-41.39628,-42.362343,-43.29965,-44.963318,1.0336765,4.181738e-05,0.005611964,3.1435487e-05,0.21846811,0.0001208275
-1.5311936,-15.022364,-20.221037,-24.33414,-25.117756,-26.097868,-28.641119,-28.146473,-27.42202,-28.405554,-30.533558,-30.858227,-32.766514,1.0333794,3.33911e-05,0.0054225167,2.8998278e-05,0.220146,0.00013985937
-1.431413,-12.167829,-16.981304,-22.768776,-22.92095,-24.918781,-27.172361,-25.646708,-26.13487,-27.48227,-30.245655,-30.177095,-31.907898,1.0344418,3.3112043e-05,0.005520127,2.9585553e-05,0.22020662,0.00013391074
-4.7380705,-9.708285,-13.469873,-21.641376,-22.151752,-25.656075,-25.182568,-24.486328,-26.36627,-28.145178,-30.191998,-30.813665,-32.735676,1.0341487,4.0952003e-05,0.007009515,4.8825623e-05,0.2224021,0.00013879358
-8.2589,-9.470591,-14.555695,-21.81003,-22.939598,-27.186762,-26.229498,-25.70429,-28.362297,-31.178947,-32.35555,-32.94094,-34.875893,1.0342731,3.1755066e-05,0.006366109,4.05271e-05,0.22062841,0.000113476184
-11.683105,-12.207219,-16.037758,-22.816933,-24.110807,-29.83882,-27.239225,-28.37637,-31.212927,-32.564022,-33.74605,-35.285202,-36.386177,1.032193,2.736444e-05,0.005330278,2.6926513e-05,0.22185127,0.00014189235
-12.938328,-13.9306555,-18.03013,-25.376007,-26.862772,-31.510813,-30.834446,-30.986258,-33.84879,-35.708015,-37.243515,-38.03559,-39.415752,1.0320307,3.9138416e-05,0.0066199126,4.380121e-05,0.2204798,0.00012708802
-8.150083,-10.164132,-15.267318,-22.18444,-22.981144,-27.057657,-25.396992,-25.176044,-28.06493,-29.674175,-30.10559,-32.19664,-33.84521,1.032219,4.0801257e-05,0.006411488,4.097235e-05,0.2227719,0.00010020778
-7.290634,-8.021143,-12.283639,-20.141294,-21.679115,-25.981394,-24.954945,-23.430805,-25.62722,-28.383904,-29.713099,-30.469053,-32.00337,1.0322883,5.499144e-05,0.0054351646,2.9306397e-05,0.22286767,0.000109846784
-4.793614,-6.82715,-11.948301,-18.147469,-19.185266,-24.124632,-22.69181,-21.153297,-23.667336,-24.973877,-26.177542,-27.41651,-28.802576,1.032696,3.3661556e-05,0.0068931757,4.448065e-05,0.22178702,0.000116850286
-5.3528075,-11.864625,-15.596773,-22.866793,-23.924374,-28.786594,-29.185192,-28.8922,-29.842834,-31.287415,-32.6787,-34.397285,-36.069405,1.0325154,3.999693e-05,0.0058411174,3.3966066e-05,0.22076012,0.00019226977
-0.85819024,-13.534544,-17.709892,-23.549883,-24.553293,-25.360802,-28.334354,-27.606348,-26.767342,-27.460104,-30.679922,-30.285122,-32.1757,1.0333616,4.4842145e-05,0.0058749793,3.3708187e-05,0.22343576,0.00012308286
-1.8138722,-14.869646,-18.052345,-24.308798,-24.829782,-25.272585,-27.918884,-27.32264,-26.695625,-28.461601,-31.47564,-30.701572,-32.49892,1.0324221,4.0557483e-05,0.0067057926,4.4664295e-05,0.22153376,9.107056e-05
-1.8827319,-15.362527,-19.106443,-24.988392,-24.891691,-26.619139,-28.84016,-28.127506,-27.924408,-29.024084,-31.822687,-30.920773,-32.300148,1.034248,3.6298083e-05,0.0053445725,2.8337345e-05,0.22126915,8.6227046e-05
-1.0168213,-14.747705,-17.984648,-22.955,-23.403034,-24.011782,-26.670994,-26.142027,-25.612797,-26.829168,-29.400562,-29.684162,-31.103466,1.0327644,4.5777528e-05,0.0074393298,5.516234e-05,0.22296552,0.00010998146
-1.6482483,-13.69093,-17.479603,-22.68362,-23.692877,-24.475716,-27.507324,-26.500523,-26.362953,-27.952587,-30.769144,-30.650988,-32.043278,1.033293,3.2556753e-05,0.005300135,2.8060533e-05,0.22177327,0.000103823906
-1.1468228,-13.731739,-17.826263,-22.571447,-22.890556,-24.922497,-27.393736,-26.81843,-26.46837,-27.779278,-30.609953,-30.265709,-31.940788,1.0326034,3.6026544e-05,0.0062853005,3.8773178e-05,0.22036867,0.00012452753
-1.6357441,-13.8713045,-17.079556,-22.89583,-24.153841,-24.047915,-27.090376,-26.260185,-26.387213,-27.76389,-29.881124,-30.511292,-32.502926,1.0326898,3.6949226e-05,0.0063493084,4.0079103e-05,0.22058497,0.00013562193
-5.1970463,-14.031386,-18.917212,-24.454779,-25.550303,-26.94878,-28.454107,-27.653347,-28.266758,-29.954542,-32.267815,-32.698612,-33.79415,1.0321348,3.6357367e-05,0.007415705,5.4772947e-05,0.2219949,0.00013985443
-2.458656,-6.100042,-12.536204,-15.789144,-15.16031,-17.631731,-16.461958,-15.206255,-16.928947,-18.684076,-18.91353,-19.247704,-21.03507,1.0338076,3.856659e-05,0.0048804684,2.3238754e-05,0.22103348,8.729316e-05
-3.330646,-8.672223,-14.530024,-16.851553,-18.082706,-19.544422,-18.71911,-18.358168,-19.66044,-20.461891,-20.812634,-21.456207,-22.148771,1.0351247,4.7940128e-05,0.005460373,2.9697512e-05,0.21971738,0.000102335456
-4.0275874,-11.92148,-14.848857,-17.045923,-18.417076,-19.145145,-18.944796,-19.204353,-19.705757,-19.878252,-20.444681,-20.596426,-21.85101,1.0338616,2.891197e-05,0.0064907256,4.1941516e-05,0.22215101,9.482031e-05
-6.116468,-14.679052,-17.154478,-21.337215,-22.30845,-22.717794,-21.750547,-21.963615,-23.143353,-23.54339,-23.339972,-23.470541,-24.891237,1.0331205,3.120995e-05,0.0051080845,2.5984864e-05,0.22042191,9.983979e-05
-3.8805702,-11.74207,-13.89989,-16.022808,-18.042807,-18.390812,-18.578182,-18.115965,-18.972979,-19.579668,-19.619743,-19.930933,-21.039673,1.0346212,4.0768988e-05,0.0060804645,3.671019e-05,0.21963468,8.8293076e-05
